Data	Diária Do dia	Diária No ano	Acumulada Mês	Acumulada Ano	Acumulada  30 dias	Acumulada  12 meses	Acumulada Diária
03/01/2022	0,034749	9,15	0,0347	0,0347	0,7157	4,4599	100,0347490
04/01/2022	0,034749	9,15	0,0695	0,0695	0,7507	4,4884	100,0695101
05/01/2022	0,034749	9,15	0,1043	0,1043	0,7857	4,5169	100,1042832
06/01/2022	0,034749	9,15	0,1391	0,1391	0,7912	4,5454	100,1390685
07/01/2022	0,034749	9,15	0,1739	0,1739	0,7968	4,5739	100,1738658
10/01/2022	0,034749	9,15	0,2087	0,2087	0,7323	4,6025	100,2086752
11/01/2022	0,034749	9,15	0,2435	0,2435	0,7673	4,631	100,2434967
12/01/2022	0,034749	9,15	0,2783	0,2783	0,8023	4,6595	100,2783303
13/01/2022	0,034749	9,15	0,3132	0,3132	0,8023	4,6881	100,3131761
14/01/2022	0,034749	9,15	0,348	0,348	0,8023	4,7166	100,3480339
17/01/2022	0,034749	9,15	0,3829	0,3829	0,7323	4,7452	100,3829038
18/01/2022	0,034749	9,15	0,4178	0,4178	0,7673	4,7738	100,4177859
19/01/2022	0,034749	9,15	0,4527	0,4527	0,8023	4,8024	100,45268
20/01/2022	0,034749	9,15	0,4876	0,4876	0,8023	4,8309	100,4875863
21/01/2022	0,034749	9,15	0,5225	0,5225	0,6973	4,8595	100,5225048
24/01/2022	0,034749	9,15	0,5574	0,5574	0,7323	4,8881	100,5574353
25/01/2022	0,034749	9,15	0,5924	0,5924	0,7673	4,9168	100,592378
26/01/2022	0,034749	9,15	0,6273	0,6273	0,8023	4,9454	100,6273329
27/01/2022	0,034749	9,15	0,6623	0,6623	0,8023	4,974	100,6622999
28/01/2022	0,034749	9,15	0,6973	0,6973	0,8023	5,0026	100,697279
31/01/2022	0,034749	9,15	0,7323	0,7323	0,8023	5,0313	100,7322703
01/02/2022	0,034749	9,15	0,0347	0,7673	0,7673	5,0599	100,7672738
02/02/2022	0,034749	9,15	0,0695	0,8023	0,8023	5,0886	100,8022894
03/02/2022	0,040168	10,65	0,1097	0,8428	0,8078	5,123	100,8427797
04/02/2022	0,040168	10,65	0,1499	0,8833	0,8132	5,1573	100,8832862
07/02/2022	0,040168	10,65	0,1901	0,9238	0,7486	5,1917	100,923809
08/02/2022	0,040168	10,65	0,2304	0,9644	0,7891	5,2261	100,9643481
09/02/2022	0,040168	10,65	0,2706	1,0049	0,8296	5,2605	101,0049034
10/02/2022	0,040168	10,65	0,3109	1,0455	0,8351	5,2949	101,0454751
11/02/2022	0,040168	10,65	0,3512	1,0861	0,8405	5,3293	101,086063
14/02/2022	0,040168	10,65	0,3915	1,1267	0,7759	5,3638	101,1266673
15/02/2022	0,040168	10,65	0,4319	1,1673	0,8164	5,4061	101,1672878
16/02/2022	0,040168	10,65	0,4722	1,2079	0,8569	5,4484	101,2079247
17/02/2022	0,040168	10,65	0,5125	1,2486	0,8624	5,4829	101,2485779
18/02/2022	0,040168	10,65	0,5529	1,2892	0,8678	5,5174	101,2892474
21/02/2022	0,040168	10,65	0,5933	1,3299	0,8032	5,5519	101,3299333
22/02/2022	0,040168	10,65	0,6337	1,3706	0,8437	5,5864	101,3706355
23/02/2022	0,040168	10,65	0,6741	1,4114	0,8842	5,6209	101,4113541
24/02/2022	0,040168	10,65	0,7146	1,4521	0,8897	5,6555	101,452089
25/02/2022	0,040168	10,65	0,755	1,4928	0,8952	5,69	101,4928403
02/03/2022	0,040168	10,65	0,0402	1,5336	0,7255	5,7088	101,5336079
03/03/2022	0,040168	10,65	0,0804	1,5744	0,7255	5,7434	101,5743919
04/03/2022	0,040168	10,65	0,1206	1,6152	0,7255	5,7779	101,6151923
07/03/2022	0,040168	10,65	0,1608	1,656	0,7255	5,8125	101,6560091
08/03/2022	0,040168	10,65	0,201	1,6968	0,7255	5,8471	101,6968423
09/03/2022	0,040168	10,65	0,2412	1,7377	0,7255	5,8817	101,7376919
10/03/2022	0,040168	10,65	0,2815	1,7786	0,7255	5,9163	101,7785579
11/03/2022	0,040168	10,65	0,3218	1,8194	0,7255	5,951	101,8194403
14/03/2022	0,040168	10,65	0,3621	1,8603	0,7255	5,9856	101,8603391
15/03/2022	0,040168	10,65	0,4024	1,9012	0,7255	6,0203	101,9012544
16/03/2022	0,040168	10,65	0,4427	1,9422	0,7255	6,0549	101,9421861
17/03/2022	0,043739	11,65	0,4867	1,9868	0,7291	6,0934	101,9867746
18/03/2022	0,043739	11,65	0,5306	2,0314	0,7327	6,1288	102,0313826
21/03/2022	0,043739	11,65	0,5746	2,076	0,7363	6,1642	102,0760101
22/03/2022	0,043739	11,65	0,6186	2,1207	0,7399	6,1996	102,1206571
23/03/2022	0,043739	11,65	0,6626	2,1653	0,7435	6,235	102,1653237
24/03/2022	0,043739	11,65	0,7066	2,21	0,7471	6,2704	102,2100097
25/03/2022	0,043739	11,65	0,7507	2,2547	0,7507	6,3059	102,2547154
28/03/2022	0,043739	11,65	0,7947	2,2994	0,7947	6,3414	102,2994406
29/03/2022	0,043739	11,65	0,8388	2,3442	0,8388	6,3768	102,3441853
30/03/2022	0,043739	11,65	0,8829	2,3889	0,8829	6,4123	102,3889496
31/03/2022	0,043739	11,65	0,9271	2,4337	0,9271	6,4478	102,4337335
01/04/2022	0,043739	11,65	0,0437	2,4785	0,9712	6,4833	102,478537
04/04/2022	0,043739	11,65	0,0875	2,5234	0,8937	6,5299	102,5233601
05/04/2022	0,043739	11,65	0,1313	2,5682	0,9379	6,5654	102,5682028
06/04/2022	0,043739	11,65	0,1751	2,6131	0,982	6,601	102,6130651
07/04/2022	0,043739	11,65	0,2189	2,6579	0,9856	6,6365	102,6579471
08/04/2022	0,043739	11,65	0,2627	2,7028	0,9892	6,6721	102,7028486
11/04/2022	0,043739	11,65	0,3066	2,7478	0,9117	6,7077	102,7477698
12/04/2022	0,043739	11,65	0,3505	2,7927	0,9559	6,7433	102,7927107
13/04/2022	0,043739	11,65	0,3943	2,8377	1	6,7789	102,8376712
14/04/2022	0,043739	11,65	0,4383	2,8826	1,0036	6,8145	102,8826513
18/04/2022	0,043739	11,65	0,4822	2,9276	0,8784	6,839	102,9276512
19/04/2022	0,043739	11,65	0,5261	2,9727	0,9226	6,8747	102,9726707
20/04/2022	0,043739	11,65	0,5701	3,0177	0,9667	6,9103	103,0177099
22/04/2022	0,043739	11,65	0,6141	3,0628	0,9226	6,946	103,0627688
25/04/2022	0,043739	11,65	0,6581	3,1078	0,8343	6,9817	103,1078475
26/04/2022	0,043739	11,65	0,7021	3,1529	0,8784	7,0173	103,1529458
27/04/2022	0,043739	11,65	0,7462	3,1981	0,9226	7,053	103,1980639
28/04/2022	0,043739	11,65	0,7902	3,2432	0,9226	7,0887	103,2432017
29/04/2022	0,043739	11,65	0,8343	3,2884	0,9226	7,1245	103,2883592
02/05/2022	0,043739	11,65	0,0437	3,3335	0,8343	7,1602	103,3335365
03/05/2022	0,043739	11,65	0,0875	3,3787	0,8784	7,1959	103,3787336
04/05/2022	0,043739	11,65	0,1313	3,424	0,8784	7,2317	103,4239504
05/05/2022	0,047279	12,65	0,1786	3,4728	0,882	7,2713	103,4728482
06/05/2022	0,047279	12,65	0,226	3,5218	0,8856	7,3077	103,5217691
09/05/2022	0,047279	12,65	0,2734	3,5707	0,845	7,3442	103,5707132
10/05/2022	0,047279	12,65	0,3208	3,6197	0,8927	7,3807	103,6196804
11/05/2022	0,047279	12,65	0,3682	3,6687	0,8963	7,4173	103,6686707
12/05/2022	0,047279	12,65	0,4157	3,7177	0,8998	7,4538	103,7176842
13/05/2022	0,047279	12,65	0,4631	3,7667	0,9034	7,4903	103,7667209
16/05/2022	0,047279	12,65	0,5106	3,8158	0,907	7,5269	103,8157808
17/05/2022	0,047279	12,65	0,5582	3,8649	0,9547	7,5634	103,8648639
18/05/2022	0,047279	12,65	0,6057	3,914	0,9583	7,6	103,9139701
19/05/2022	0,047279	12,65	0,6533	3,9631	0,9618	7,6366	103,9630996
20/05/2022	0,047279	12,65	0,7009	4,0123	0,9654	7,6732	104,0122523
23/05/2022	0,047279	12,65	0,7485	4,0614	0,969	7,7098	104,0614283
24/05/2022	0,047279	12,65	0,7961	4,1106	1,0167	7,7465	104,1106275
25/05/2022	0,047279	12,65	0,8437	4,1599	1,0203	7,7831	104,1598499
26/05/2022	0,047279	12,65	0,8914	4,2091	1,0239	7,8198	104,2090957
27/05/2022	0,047279	12,65	0,9391	4,2584	1,0274	7,8564	104,2583647
30/05/2022	0,047279	12,65	0,9869	4,3077	0,9869	7,8931	104,307657
31/05/2022	0,047279	12,65	1,0346	4,357	1,0346	7,9298	104,3569726
01/06/2022	0,047279	12,65	0,0473	4,4063	1,0824	7,9665	104,4063116
02/06/2022	0,047279	12,65	0,0946	4,4557	1,0859	8,0032	104,4556738
03/06/2022	0,047279	12,65	0,1419	4,5051	1,0895	8,0543	104,5050594
06/06/2022	0,047279	12,65	0,1893	4,5545	0,9976	8,091	104,5544684
07/06/2022	0,047279	12,65	0,2366	4,6039	1,0453	8,1278	104,6039007
08/06/2022	0,047279	12,65	0,284	4,6534	1,0931	8,1645	104,6533563
09/06/2022	0,047279	12,65	0,3314	4,7028	1,0931	8,2013	104,7028354
10/06/2022	0,047279	12,65	0,3789	4,7523	1,0931	8,2381	104,7523379
13/06/2022	0,047279	12,65	0,4263	4,8019	0,9976	8,2749	104,8018637
14/06/2022	0,047279	12,65	0,4738	4,8514	1,0453	8,3117	104,851413
15/06/2022	0,047279	12,65	0,5213	4,901	1,0931	8,3486	104,9009857
17/06/2022	0,049037	13,15	0,5706	4,9524	1,0471	8,3698	104,952426
20/06/2022	0,049037	13,15	0,6199	5,0039	0,9534	8,4055	105,0038915
21/06/2022	0,049037	13,15	0,6693	5,0554	1,0029	8,4411	105,0553823
22/06/2022	0,049037	13,15	0,7186	5,1069	1,0524	8,4768	105,1068983
23/06/2022	0,049037	13,15	0,768	5,1585	1,0542	8,5125	105,1584395
24/06/2022	0,049037	13,15	0,8174	5,21	1,056	8,5482	105,2100061
27/06/2022	0,049037	13,15	0,8669	5,2616	0,9623	8,5839	105,2615979
28/06/2022	0,049037	13,15	0,9163	5,3132	1,0118	8,6196	105,313215
29/06/2022	0,049037	13,15	0,9658	5,3649	1,0613	8,6554	105,3648575
30/06/2022	0,049037	13,15	1,0153	5,4165	1,0631	8,6911	105,4165253
01/07/2022	0,049037	13,15	0,049	5,4682	1,0171	8,7268	105,4682184
04/07/2022	0,049037	13,15	0,0981	5,52	0,9711	8,7626	105,5199368
05/07/2022	0,049037	13,15	0,1472	5,5717	1,0206	8,7984	105,5716806
06/07/2022	0,049037	13,15	0,1963	5,6235	1,0224	8,8342	105,6234498
07/07/2022	0,049037	13,15	0,2454	5,6753	1,0242	8,87	105,6752444
08/07/2022	0,049037	13,15	0,2946	5,7271	1,026	8,9058	105,7270643
11/07/2022	0,049037	13,15	0,3438	5,7789	0,98	8,9416	105,7789097
12/07/2022	0,049037	13,15	0,393	5,8308	1,0295	8,9775	105,8307805
13/07/2022	0,049037	13,15	0,4422	5,8827	1,0313	9,0133	105,8826768
14/07/2022	0,049037	13,15	0,4915	5,9346	1,0331	9,0492	105,9345985
15/07/2022	0,049037	13,15	0,5407	5,9866	1,0349	9,085	105,9865456
18/07/2022	0,049037	13,15	0,59	6,0385	1,0349	9,1209	106,0385182
19/07/2022	0,049037	13,15	0,6394	6,0905	1,0844	9,1568	106,0905163
20/07/2022	0,049037	13,15	0,6887	6,1426	1,0844	9,1927	106,1425399
21/07/2022	0,049037	13,15	0,7381	6,1946	1,0844	9,2286	106,1945891
22/07/2022	0,049037	13,15	0,7875	6,2467	1,0844	9,2646	106,2466637
25/07/2022	0,049037	13,15	0,8369	6,2988	1,0349	9,3005	106,2987639
26/07/2022	0,049037	13,15	0,8864	6,3509	1,0844	9,3365	106,3508896
27/07/2022	0,049037	13,15	0,9358	6,4031	1,0844	9,3724	106,4030409
28/07/2022	0,049037	13,15	0,9853	6,4552	1,0844	9,4084	106,4552177
29/07/2022	0,049037	13,15	1,0349	6,5074	1,0844	9,4444	106,5074202
01/08/2022	0,049037	13,15	0,049	6,5597	1,0349	9,4804	106,5596482
02/08/2022	0,049037	13,15	0,0981	6,6119	1,0844	9,5164	106,6119019
03/08/2022	0,049037	13,15	0,1472	6,6642	1,134	9,5524	106,6641812
04/08/2022	0,050788	13,65	0,198	6,7184	1,1357	9,5904	106,7183538
05/08/2022	0,050788	13,65	0,2489	6,7726	1,1375	9,6242	106,7725539
08/08/2022	0,050788	13,65	0,2999	6,8268	1,0402	9,658	106,8267815
09/08/2022	0,050788	13,65	0,3508	6,8811	1,0915	9,6919	106,8810367
10/08/2022	0,050788	13,65	0,4018	6,9353	1,1428	9,7257	106,9353195
11/08/2022	0,050788	13,65	0,4527	6,9897	1,1446	9,7596	106,9896298
12/08/2022	0,050788	13,65	0,5038	7,044	1,1464	9,7934	107,0439677
15/08/2022	0,050788	13,65	0,5548	7,0984	1,049	9,8273	107,0983332
16/08/2022	0,050788	13,65	0,6059	7,1528	1,1003	9,8612	107,1527263
17/08/2022	0,050788	13,65	0,657	7,2072	1,1517	9,8951	107,207147
18/08/2022	0,050788	13,65	0,7081	7,2616	1,1534	9,929	107,2615953
19/08/2022	0,050788	13,65	0,7592	7,3161	1,1552	9,9629	107,3160714
22/08/2022	0,050788	13,65	0,8104	7,3706	1,0578	9,9968	107,3705751
23/08/2022	0,050788	13,65	0,8616	7,4251	1,1092	10,0308	107,4251064
24/08/2022	0,050788	13,65	0,9128	7,4797	1,1605	10,0647	107,4796655
25/08/2022	0,050788	13,65	0,9641	7,5343	1,1623	10,0987	107,5342523
26/08/2022	0,050788	13,65	1,0154	7,5889	1,1641	10,1326	107,5888668
29/08/2022	0,050788	13,65	1,0667	7,6435	1,0667	10,1666	107,643509
30/08/2022	0,050788	13,65	1,118	7,6982	1,118	10,2006	107,698179
31/08/2022	0,050788	13,65	1,1694	7,7529	1,1694	10,2346	107,7528767
01/09/2022	0,050788	13,65	0,0508	7,8076	1,1711	10,2686	107,8076023
02/09/2022	0,050788	13,65	0,1016	7,8624	1,1729	10,3026	107,8623556
05/09/2022	0,050788	13,65	0,1524	7,9172	1,072	10,3367	107,9171367
06/09/2022	0,050788	13,65	0,2033	7,972	1,1233	10,3707	107,9719457
08/09/2022	0,050788	13,65	0,2542	8,0268	1,1233	10,4048	108,0267825
09/09/2022	0,050788	13,65	0,3051	8,0817	1,1233	10,4388	108,0816471
12/09/2022	0,050788	13,65	0,3561	8,1366	1,0207	10,4729	108,1365396
13/09/2022	0,050788	13,65	0,407	8,1915	1,072	10,507	108,19146
14/09/2022	0,050788	13,65	0,458	8,2464	1,1233	10,5411	108,2464083
15/09/2022	0,050788	13,65	0,509	8,3014	1,1233	10,5752	108,3013845
16/09/2022	0,050788	13,65	0,5601	8,3564	1,1233	10,6093	108,3563886
19/09/2022	0,050788	13,65	0,6112	8,4114	1,0207	10,6434	108,4114206
20/09/2022	0,050788	13,65	0,6623	8,4665	1,072	10,6775	108,4664806
21/09/2022	0,050788	13,65	0,7134	8,5216	1,1233	10,7117	108,5215686
22/09/2022	0,050788	13,65	0,7645	8,5767	1,1233	10,7459	108,5766845
23/09/2022	0,050788	13,65	0,8157	8,6319	1,1233	10,7759	108,6318284
26/09/2022	0,050788	13,65	0,8669	8,687	1,0207	10,8059	108,6870004
27/09/2022	0,050788	13,65	0,9181	8,7422	1,072	10,8359	108,7422003
28/09/2022	0,050788	13,65	0,9694	8,7975	1,1233	10,8659	108,7974283
29/09/2022	0,050788	13,65	1,0207	8,8527	1,1233	10,896	108,8526843
30/09/2022	0,050788	13,65	1,072	8,908	1,1233	10,926	108,9079684
03/10/2022	0,050788	13,65	0,0508	8,9633	1,0207	10,9561	108,9632806
04/10/2022	0,050788	13,65	0,1016	9,0186	1,072	10,9861	109,0186209
05/10/2022	0,050788	13,65	0,1524	9,074	1,072	11,0162	109,0739893
06/10/2022	0,050788	13,65	0,2033	9,1294	1,072	11,0463	109,1293858
07/10/2022	0,050788	13,65	0,2542	9,1848	1,1233	11,0764	109,1848104
10/10/2022	0,050788	13,65	0,3051	9,2403	1,072	11,1065	109,2402632
11/10/2022	0,050788	13,65	0,3561	9,2958	1,1233	11,1366	109,2957441
13/10/2022	0,050788	13,65	0,407	9,3513	1,072	11,1667	109,3512532
14/10/2022	0,050788	13,65	0,458	9,4068	1,072	11,1968	109,4067906
17/10/2022	0,050788	13,65	0,509	9,4624	1,0207	11,2269	109,4623561
18/10/2022	0,050788	13,65	0,5601	9,518	1,072	11,2571	109,5179498
19/10/2022	0,050788	13,65	0,6112	9,5736	1,072	11,2872	109,5735718
20/10/2022	0,050788	13,65	0,6623	9,6293	1,072	11,3174	109,629222
21/10/2022	0,050788	13,65	0,7134	9,6849	1,072	11,3475	109,6849005
24/10/2022	0,050788	13,65	0,7645	9,7406	1,0207	11,3777	109,7406073
25/10/2022	0,050788	13,65	0,8157	9,7964	1,072	11,4079	109,7963423
26/10/2022	0,050788	13,65	0,8669	9,8521	1,072	11,4381	109,8521057
27/10/2022	0,050788	13,65	0,9181	9,9079	1,072	11,4683	109,9078974
28/10/2022	0,050788	13,65	0,9694	9,9637	1,072	11,4923	109,9637174
31/10/2022	0,050788	13,65	1,0207	10,0196	1,0207	11,5163	110,0195658
01/11/2022	0,050788	13,65	0,0508	10,0755	1,072	11,5403	110,0754425
03/11/2022	0,050788	13,65	0,1016	10,1314	1,072	11,5643	110,1313476
04/11/2022	0,050788	13,65	0,1524	10,1873	1,072	11,5883	110,1872811
07/11/2022	0,050788	13,65	0,2033	10,2433	0,9694	11,6123	110,2432431
08/11/2022	0,050788	13,65	0,2542	10,2993	1,0207	11,6363	110,2992334
09/11/2022	0,050788	13,65	0,3051	10,3553	1,072	11,6604	110,3552522
10/11/2022	0,050788	13,65	0,3561	10,4113	1,072	11,6844	110,4112994
11/11/2022	0,050788	13,65	0,407	10,4674	1,072	11,7084	110,4673751
14/11/2022	0,050788	13,65	0,458	10,5235	1,0207	11,7325	110,5234793
16/11/2022	0,050788	13,65	0,509	10,5796	1,072	11,7565	110,5796119
17/11/2022	0,050788	13,65	0,5601	10,6358	1,072	11,7806	110,6357731
18/11/2022	0,050788	13,65	0,6112	10,692	1,072	11,8046	110,6919628
21/11/2022	0,050788	13,65	0,6623	10,7482	0,9694	11,8287	110,748181
22/11/2022	0,050788	13,65	0,7134	10,8045	1,0207	11,8528	110,8044278
23/11/2022	0,050788	13,65	0,7645	10,8607	1,072	11,8769	110,8607032
24/11/2022	0,050788	13,65	0,8157	10,917	1,072	11,9009	110,9170071
25/11/2022	0,050788	13,65	0,8669	10,9734	1,072	11,925	110,9733396
28/11/2022	0,050788	13,65	0,9181	11,0297	0,9694	11,9491	111,0297008
29/11/2022	0,050788	13,65	0,9694	11,0861	1,0207	11,9732	111,0860905
30/11/2022	0,050788	13,65	1,0207	11,1425	1,072	11,9973	111,1425089
01/12/2022	0,050788	13,65	0,0508	11,199	1,0207	12,0214	111,198956
02/12/2022	0,050788	13,65	0,1016	11,2555	1,072	12,0455	111,2554317
05/12/2022	0,050788	13,65	0,1524	11,312	1,0207	12,0697	111,3119361
06/12/2022	0,050788	13,65	0,2033	11,3685	1,072	12,0938	111,3684692
07/12/2022	0,050788	13,65	0,2542	11,4251	1,072	12,1179	111,4250311
08/12/2022	0,050788	13,65	0,3051	11,4817	1,072	12,142	111,4816216
09/12/2022	0,050788	13,65	0,3561	11,5383	1,072	12,16	111,5382409
12/12/2022	0,050788	13,65	0,407	11,5949	1,0207	12,178	111,5948889
13/12/2022	0,050788	13,65	0,458	11,6516	1,072	12,196	111,6515657
14/12/2022	0,050788	13,65	0,509	11,7083	1,072	12,214	111,7082713
15/12/2022	0,050788	13,65	0,5601	11,765	1,1233	12,232	111,7650057
16/12/2022	0,050788	13,65	0,6112	11,8218	1,1233	12,25	111,8217689
19/12/2022	0,050788	13,65	0,6623	11,8786	1,072	12,268	111,878561
20/12/2022	0,050788	13,65	0,7134	11,9354	1,1233	12,286	111,9353819
21/12/2022	0,050788	13,65	0,7645	11,9923	1,1233	12,304	111,9922316
22/12/2022	0,050788	13,65	0,8157	12,0491	1,1233	12,322	112,0491102
23/12/2022	0,050788	13,65	0,8669	12,106	1,1233	12,34	112,1060177
26/12/2022	0,050788	13,65	0,9181	12,163	1,072	12,358	112,1629541
27/12/2022	0,050788	13,65	0,9694	12,22	1,1233	12,376	112,2199195
28/12/2022	0,050788	13,65	1,0207	12,2769	1,1233	12,394	112,2769137
29/12/2022	0,050788	13,65	1,072	12,334	1,1233	12,4121	112,3339369
30/12/2022	0,050788	13,65	1,1233	12,391	1,1233	12,4301	112,3909891
02/01/2023	0,050788	13,65	0,0508	0,0508	1,072	12,4481	112,4480702
03/01/2023	0,050788	13,65	0,1016	0,1016	1,1233	12,4661	112,5051803
04/01/2023	0,050788	13,65	0,1524	0,1524	1,1747	12,4842	112,5623195
05/01/2023	0,050788	13,65	0,2033	0,2033	1,1747	12,5022	112,6194876
06/01/2023	0,050788	13,65	0,2542	0,2542	1,1747	12,5202	112,6766848
09/01/2023	0,050788	13,65	0,3051	0,3051	1,072	12,5383	112,733911
10/01/2023	0,050788	13,65	0,3561	0,3561	1,1233	12,5563	112,7911663
11/01/2023	0,050788	13,65	0,407	0,407	1,1747	12,5744	112,8484507
12/01/2023	0,050788	13,65	0,458	0,458	1,1747	12,5924	112,9057642
13/01/2023	0,050788	13,65	0,509	0,509	1,1747	12,6105	112,9631068
16/01/2023	0,050788	13,65	0,5601	0,5601	1,072	12,6285	113,0204785
17/01/2023	0,050788	13,65	0,6112	0,6112	1,1233	12,6466	113,0778793
18/01/2023	0,050788	13,65	0,6623	0,6623	1,1233	12,6646	113,1353093
19/01/2023	0,050788	13,65	0,7134	0,7134	1,1747	12,6827	113,1927685
20/01/2023	0,050788	13,65	0,7645	0,7645	1,1747	12,7008	113,2502568
23/01/2023	0,050788	13,65	0,8157	0,8157	1,072	12,7188	113,3077743
24/01/2023	0,050788	13,65	0,8669	0,8669	1,1233	12,7369	113,3653211
25/01/2023	0,050788	13,65	0,9181	0,9181	1,1747	12,755	113,4228971
26/01/2023	0,050788	13,65	0,9694	0,9694	1,1747	12,7731	113,4805023
27/01/2023	0,050788	13,65	1,0207	1,0207	1,1747	12,7911	113,5381368
30/01/2023	0,050788	13,65	1,072	1,072	1,072	12,8092	113,5958005
31/01/2023	0,050788	13,65	1,1233	1,1233	1,1233	12,8273	113,6534936
01/02/2023	0,050788	13,65	0,0508	1,1747	1,1747	12,8454	113,7112159
02/02/2023	0,050788	13,65	0,1016	1,2261	1,1747	12,8635	113,7689675
03/02/2023	0,050788	13,65	0,1524	1,2775	1,1747	12,8755	113,8267485
06/02/2023	0,050788	13,65	0,2033	1,3289	1,072	12,8875	113,8845589
07/02/2023	0,050788	13,65	0,2542	1,3804	1,1233	12,8995	113,9423985
08/02/2023	0,050788	13,65	0,3051	1,4319	1,1747	12,9114	114,0002676
09/02/2023	0,050788	13,65	0,3561	1,4834	1,1747	12,9234	114,0581661
10/02/2023	0,050788	13,65	0,407	1,5349	1,1747	12,9354	114,1160939
13/02/2023	0,050788	13,65	0,458	1,5865	1,072	12,9474	114,1740512
14/02/2023	0,050788	13,65	0,509	1,6381	1,1233	12,9594	114,2320379
15/02/2023	0,050788	13,65	0,5601	1,6897	1,1747	12,9714	114,2900541
16/02/2023	0,050788	13,65	0,6112	1,7413	1,1747	12,9834	114,3480997
17/02/2023	0,050788	13,65	0,6623	1,793	1,1747	12,9954	114,4061748
22/02/2023	0,050788	13,65	0,7134	1,8447	1,072	12,9166	114,4642794
23/02/2023	0,050788	13,65	0,7645	1,8964	1,072	12,9286	114,5224136
24/02/2023	0,050788	13,65	0,8157	1,9482	1,072	12,9406	114,5805772
27/02/2023	0,050788	13,65	0,8669	2	0,9694	12,9526	114,6387704
28/02/2023	0,050788	13,65	0,9181	2,0518	1,0207	13,01	114,6969931
01/03/2023	0,050788	13,65	0,0508	2,1036	0,9181	13,0674	114,7552454
02/03/2023	0,050788	13,65	0,1016	2,1555	0,9181	13,0794	114,8135273
03/03/2023	0,050788	13,65	0,1524	2,2073	0,9181	13,0914	114,8718388
06/03/2023	0,050788	13,65	0,2033	2,2592	0,9181	13,1034	114,9301799
07/03/2023	0,050788	13,65	0,2542	2,3112	0,9181	13,1154	114,9885507
08/03/2023	0,050788	13,65	0,3051	2,3631	0,9181	13,1274	115,0469511
09/03/2023	0,050788	13,65	0,3561	2,4151	0,9181	13,1394	115,1053811
10/03/2023	0,050788	13,65	0,407	2,4671	0,9181	13,1514	115,1638408
13/03/2023	0,050788	13,65	0,458	2,5192	0,9181	13,1634	115,2223302
14/03/2023	0,050788	13,65	0,509	2,5713	0,9181	13,1754	115,2808494
15/03/2023	0,050788	13,65	0,5601	2,6234	0,9181	13,1875	115,3393982
16/03/2023	0,050788	13,65	0,6112	2,6755	0,9181	13,1995	115,3979768
17/03/2023	0,050788	13,65	0,6623	2,7276	0,9181	13,2075	115,4565851
20/03/2023	0,050788	13,65	0,7134	2,7798	0,9694	13,2154	115,5152232
21/03/2023	0,050788	13,65	0,7645	2,832	1,0207	13,2234	115,5738911
22/03/2023	0,050788	13,65	0,8157	2,8842	1,0207	13,2314	115,6325887
23/03/2023	0,050788	13,65	0,8669	2,9365	1,0207	13,2394	115,6913162
24/03/2023	0,050788	13,65	0,9181	2,9888	1,0207	13,2473	115,7500735
27/03/2023	0,050788	13,65	0,9694	3,0411	1,0207	13,2553	115,8088607
28/03/2023	0,050788	13,65	1,0207	3,0934	1,0207	13,2633	115,8676777
29/03/2023	0,050788	13,65	1,072	3,1457	1,072	13,2713	115,9265245
30/03/2023	0,050788	13,65	1,1233	3,1981	1,1233	13,2793	115,9854013
31/03/2023	0,050788	13,65	1,1747	3,2505	1,1747	13,2872	116,044308
03/04/2023	0,050788	13,65	0,0508	3,303	1,072	13,2952	116,1032445
04/04/2023	0,050788	13,65	0,1016	3,3555	1,1233	13,3032	116,1622111
05/04/2023	0,050788	13,65	0,1524	3,4079	1,1747	13,3112	116,2212075
06/04/2023	0,050788	13,65	0,2033	3,4605	1,1747	13,3192	116,280234
10/04/2023	0,050788	13,65	0,2542	3,513	1,0207	13,2776	116,3392904
11/04/2023	0,050788	13,65	0,3051	3,5656	1,072	13,2856	116,3983768
12/04/2023	0,050788	13,65	0,3561	3,6182	1,1233	13,2936	116,4574932
13/04/2023	0,050788	13,65	0,407	3,6708	1,1233	13,3016	116,5166396
14/04/2023	0,050788	13,65	0,458	3,7235	1,1233	13,3095	116,5758161
17/04/2023	0,050788	13,65	0,509	3,7761	1,0207	13,3671	116,6350226
18/04/2023	0,050788	13,65	0,5601	3,8288	1,072	13,3751	116,6942592
19/04/2023	0,050788	13,65	0,6112	3,8816	1,1233	13,3831	116,7535259
20/04/2023	0,050788	13,65	0,6623	3,9343	1,1233	13,391	116,8128226
24/04/2023	0,050788	13,65	0,7134	3,9871	0,9694	13,399	116,8721495
25/04/2023	0,050788	13,65	0,7645	4,0399	1,0207	13,407	116,9315066
26/04/2023	0,050788	13,65	0,8157	4,0928	1,072	13,415	116,9908937
27/04/2023	0,050788	13,65	0,8669	4,1456	1,072	13,423	117,0503111
28/04/2023	0,050788	13,65	0,9181	4,1985	1,072	13,431	117,1097586
02/05/2023	0,050788	13,65	0,0508	4,2515	0,9694	13,3894	117,1692363
03/05/2023	0,050788	13,65	0,1016	4,3044	0,9694	13,3974	117,2287442
04/05/2023	0,050788	13,65	0,1524	4,3574	0,9694	13,4054	117,2882823
05/05/2023	0,050788	13,65	0,2033	4,4104	0,9694	13,4094	117,3478507
